ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl.y,gene,ENTREZID,description
ENSG00000125995.16,602.7411181660873,-1.0185024589242773,0.13416215947593163,-7.591577706432149,3.1603355043770314e-14,1.0712396265386005e-12,ENSG00000125995,ROMO1,140823,reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:HGNC:16185]
ENSG00000176396.11,349.3900011323614,-1.286829442862554,0.17008124976389571,-7.565968880455145,3.849842162854227e-14,1.2907731673967153e-12,ENSG00000176396,EID2,163126,EP300 interacting inhibitor of differentiation 2 [Source:HGNC Symbol;Acc:HGNC:28292]
ENSG00000239382.10,581.8188724940062,-1.297563135185402,0.17153133888582164,-7.564583496017097,3.891093363455864e-14,1.3025812078099071e-12,NA,NA,NA,NA
ENSG00000006015.18,1173.7390574822068,-1.0175955868788265,0.13486074647068225,-7.545528358024063,4.5045747711021434e-14,1.4940518964306833e-12,ENSG00000006015,REX1BD,55049,required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]
ENSG00000170860.4,1086.697624472475,-1.076237137696286,0.14364491585898692,-7.492344099061637,6.765426852567795e-14,2.2033046244441e-12,ENSG00000170860,LSM3,27258,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]"
ENSG00000157326.19,415.9621069098836,-1.1106633695076469,0.14842122263370272,-7.483184343850319,7.254301144113503e-14,2.355411583514267e-12,ENSG00000157326,DHRS4,10901,dehydrogenase/reductase 4 [Source:HGNC Symbol;Acc:HGNC:16985]
ENSG00000187741.15,980.1784031086247,-1.1266835176537453,0.15065656758228094,-7.478489227085359,7.518186277970812e-14,2.4264974307017305e-12,NA,NA,NA,NA
ENSG00000204172.12,563.8014948650226,-1.1322273827731197,0.152397624338774,-7.429429347640107,1.090671851142193e-13,3.4683043608044524e-12,ENSG00000204172,AGAP9,642517,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9 [Source:HGNC Symbol;Acc:HGNC:23463]"
ENSG00000067829.19,1549.538998336058,-1.018503217256556,0.13753402539612375,-7.405463588541643,1.3069309642182192e-13,4.113593787084518e-12,NA,NA,NA,NA
ENSG00000277959.1,129.93248109867926,-1.8494431061167733,0.25078569288381863,-7.374595754844611,1.64844463336736e-13,5.09931468820459e-12,ENSG00000277959,NA,NA,"novel transcript, antisense to BNIP3"
ENSG00000127989.14,774.6271569356859,-1.0675786643528162,0.1450219662173998,-7.361496276725613,1.8186008899972835e-13,5.561930653940701e-12,ENSG00000127989,MTERF1,7978,mitochondrial transcription termination factor 1 [Source:HGNC Symbol;Acc:HGNC:21463]
ENSG00000172613.8,786.8914804135219,-1.1136691595184822,0.151358618844209,-7.357817929514566,1.869407781974703e-13,5.709229537255699e-12,ENSG00000172613,RAD9A,5883,RAD9 checkpoint clamp component A [Source:HGNC Symbol;Acc:HGNC:9827]
ENSG00000160949.17,2023.8220062823207,-1.1204159529053872,0.15234451408318234,-7.354488342741529,1.9165983061422248e-13,5.845083421782898e-12,NA,NA,NA,NA
ENSG00000213339.9,1353.1503700711996,-1.2512495407564896,0.1702629479992242,-7.3489244457472385,1.998080831730232e-13,6.076417087143545e-12,ENSG00000213339,QTRT1,81890,queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:23797]
ENSG00000243679.1,534.7076357767262,-1.7532973096419462,0.23873655577203612,-7.3440672040025925,2.071990024136607e-13,6.2923218848322955e-12,ENSG00000243679,NA,NA,novel pseudogene
ENSG00000104142.11,448.2658708937767,-1.197237587234674,0.163422730800975,-7.3260162852910256,2.3709499396280585e-13,7.1201044640402e-12,ENSG00000104142,VPS18,57617,VPS18 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:15972]
ENSG00000239474.7,277.9767346942804,-1.6130697793481605,0.22054014255226206,-7.314177639863938,2.589623790911781e-13,7.755222870092535e-12,ENSG00000239474,KLHL41,10324,kelch like family member 41 [Source:HGNC Symbol;Acc:HGNC:16905]
ENSG00000130312.7,760.8994443528181,-1.1219814104741122,0.1534959625007647,-7.309517411368541,2.681035144668905e-13,7.995705917636878e-12,ENSG00000130312,MRPL34,64981,mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]
ENSG00000134262.13,723.2914823571854,-1.3155324730537583,0.18045188309415944,-7.290211941802325,3.0946780300546774e-13,9.15346411300556e-12,ENSG00000134262,AP4B1,10717,adaptor related protein complex 4 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:572]
ENSG00000241404.7,338.995800256951,-1.4879263643088796,0.20430567658420873,-7.282843967850304,3.268551983635302e-13,9.654524545917023e-12,ENSG00000241404,EGFL8,80864,EGF like domain multiple 8 [Source:HGNC Symbol;Acc:HGNC:13944]
ENSG00000092098.17,723.4689130413929,-1.0495272529255408,0.14448716991042795,-7.263809330449029,3.7633839870610744e-13,1.1025642747438632e-11,NA,NA,NA,NA
ENSG00000136522.14,1222.8304675961476,-1.0066950256525722,0.13897465718501986,-7.243730950977185,4.365069371572556e-13,1.2719376230903457e-11,ENSG00000136522,MRPL47,57129,mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]
ENSG00000270170.2,643.0800818303059,-1.2603842239649967,0.17413537200696544,-7.237956363710993,4.55495931553332e-13,1.3236969251816348e-11,ENSG00000270170,NCBP2AS2,152217,NCBP2 antisense 2 (head to head) [Source:HGNC Symbol;Acc:HGNC:25121]
ENSG00000184207.9,897.281392758424,-1.1259954767385936,0.15583428869749244,-7.225595125116468,4.989120944626489e-13,1.4421030714374182e-11,ENSG00000184207,PGP,283871,phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]
ENSG00000180089.6,442.66590194233675,-1.7922077558633365,0.24810398253893642,-7.223615427382649,5.062329090042993e-13,1.461307616473373e-11,ENSG00000180089,TMEM86B,255043,transmembrane protein 86B [Source:HGNC Symbol;Acc:HGNC:28448]
ENSG00000090674.16,263.5194576095537,-1.3935985122832186,0.19296719289331482,-7.221945302659262,5.12490879420009e-13,1.4773969383760792e-11,ENSG00000090674,MCOLN1,57192,mucolipin TRP cation channel 1 [Source:HGNC Symbol;Acc:HGNC:13356]
ENSG00000141560.15,872.9403207231245,-1.3263959645090448,0.18421730175272666,-7.200170406846231,6.013735444663784e-13,1.7221296514745414e-11,ENSG00000141560,FN3KRP,79672,fructosamine 3 kinase related protein [Source:HGNC Symbol;Acc:HGNC:25700]
ENSG00000119632.4,276.1177845877747,-1.482377510982393,0.2066233112938794,-7.174299461661487,7.267836911097968e-13,2.0594112150187315e-11,ENSG00000119632,IFI27L2,83982,interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753]
ENSG00000167515.10,1164.7180731276583,-1.1238175483910193,0.15669593249352073,-7.17196375494615,7.392951783836488e-13,2.0893797763952545e-11,NA,NA,NA,NA
ENSG00000162997.15,247.7131376272581,-1.59320246404863,0.22260928058561788,-7.156945388158997,8.249454125019178e-13,2.3223235132648513e-11,ENSG00000162997,PRORSD1P,344405,"prolyl-tRNA synthetase associated domain containing 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:34379]"
ENSG00000160447.7,2136.651930208958,-1.0394259437294981,0.14525991342800562,-7.155628274862377,8.329056213021584e-13,2.3416794498901306e-11,ENSG00000160447,PKN3,29941,protein kinase N3 [Source:HGNC Symbol;Acc:HGNC:17999]
ENSG00000136147.18,746.2068365966384,-1.123293653605155,0.15720143622400864,-7.145568644834045,8.962408906514466e-13,2.5131991312916927e-11,ENSG00000136147,PHF11,51131,PHD finger protein 11 [Source:HGNC Symbol;Acc:HGNC:17024]
ENSG00000119242.9,264.16146547144206,-1.3247694189413315,0.18566978433109535,-7.135083523223889,9.672840582111875e-13,2.7053882622922227e-11,ENSG00000119242,CCDC92,80212,coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]
ENSG00000244398.1,3199.874150560478,-1.015361208620703,0.14237733102136396,-7.131480842749792,9.929477580019617e-13,2.773574125585816e-11,ENSG00000244398,RPL36AP37,NA,ribosomal protein L36a pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:36969]
ENSG00000146066.3,777.3249552900804,-1.0528949863388888,0.14784642671359496,-7.121545036584044,1.0672384912193317e-12,2.965741763501649e-11,ENSG00000146066,HIGD2A,192286,HIG1 hypoxia inducible domain family member 2A [Source:HGNC Symbol;Acc:HGNC:28311]
ENSG00000233762.3,943.185568747421,-1.0126976797102833,0.14248944262557034,-7.107176932198557,1.1844055958119453e-12,3.270292279382547e-11,ENSG00000233762,RPS15P4,NA,ribosomal protein S15 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:35712]
ENSG00000101246.20,730.4567268106672,-1.023264430919605,0.14410013448691875,-7.101065065366027,1.2379907169364035e-12,3.4095274949095444e-11,ENSG00000101246,ARFRP1,10139,ADP ribosylation factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:662]
ENSG00000129007.15,221.6747223346871,-1.4421092530297208,0.20356198701704126,-7.08437402366776,1.396742031888706e-12,3.832078011758696e-11,NA,NA,NA,NA
ENSG00000183513.9,683.5355991433617,-1.0020933800519316,0.14156562991326108,-7.078648826455447,1.4556674091040208e-12,3.9740418541229676e-11,ENSG00000183513,COA5,493753,cytochrome c oxidase assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:33848]
ENSG00000130165.10,982.9317987236599,-1.0753695240234213,0.15281138218588866,-7.037234456234937,1.960927517559944e-12,5.233664642664316e-11,NA,NA,NA,NA
ENSG00000155666.12,142.77097287627095,-1.8486404299720587,0.26288481144569,-7.032130992299545,2.0340270067009e-12,5.408708267079536e-11,ENSG00000155666,KDM8,79831,lysine demethylase 8 [Source:HGNC Symbol;Acc:HGNC:25840]
ENSG00000178896.9,313.27199275182664,-1.2914678251683194,0.18446578963660332,-7.001123773207512,2.5391749241445967e-12,6.629487903522386e-11,ENSG00000178896,EXOSC4,54512,exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]
ENSG00000232442.1,435.7586102743523,-1.3855387923530882,0.19859608033934886,-6.976667364157259,3.0226421266593863e-12,7.806804880242759e-11,NA,NA,NA,NA
ENSG00000171806.12,297.4232331309596,-1.1607584611570696,0.1668376446001034,-6.957413381969732,3.465768984066427e-12,8.859667683036571e-11,ENSG00000171806,METTL18,92342,methyltransferase like 18 [Source:HGNC Symbol;Acc:HGNC:28793]
ENSG00000288156.1,235.22636433387186,-1.7164543683132394,0.24671344965321335,-6.957279267611599,3.469068690263066e-12,8.859667683036571e-11,ENSG00000288156,NA,NA,novel transcript
ENSG00000204634.13,697.0984827643787,-1.057399497036956,0.15207535691278554,-6.953128491708025,3.572729958762247e-12,9.096979394999344e-11,ENSG00000204634,TBC1D8,11138,TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]
ENSG00000155287.11,1765.1543171368642,-1.0520853356200794,0.15130880740599995,-6.95323262179357,3.5700926591530238e-12,9.096979394999344e-11,NA,NA,NA,NA
ENSG00000186501.15,399.5270701576566,-1.0459240730931294,0.1506897415583724,-6.940910922512743,3.895796171216506e-12,9.861433872087549e-11,ENSG00000186501,TMEM222,84065,transmembrane protein 222 [Source:HGNC Symbol;Acc:HGNC:25363]
ENSG00000103254.10,599.7648622031811,-1.3203161362768672,0.1903518084551627,-6.936189085841374,4.0281836843795355e-12,1.0160810994523707e-10,ENSG00000103254,ANTKMT,65990,adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]
ENSG00000205138.4,236.497310128479,-1.3857100514724572,0.2008956824263208,-6.897659694506731,5.286620031411677e-12,1.31507718569402e-10,ENSG00000205138,SDHAF1,644096,succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:33867]
ENSG00000083807.10,403.64662924796716,-1.2089063339454975,0.1753339475825416,-6.894878890332309,5.3910712176560884e-12,1.3364409842896702e-10,ENSG00000083807,SLC27A5,10998,solute carrier family 27 member 5 [Source:HGNC Symbol;Acc:HGNC:10999]
ENSG00000196204.12,489.66644710433894,-1.055190689735567,0.1531210282407638,-6.891219983687745,5.5315919179175655e-12,1.3665690239322205e-10,ENSG00000196204,RNF216P1,441191,ring finger protein 216 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33610]
ENSG00000217930.8,730.3414816650304,-1.0329277402928168,0.150183540146486,-6.877769290065475,6.0797024464112796e-12,1.4866697080737526e-10,ENSG00000217930,PAM16,51025,presequence translocase associated motor 16 [Source:HGNC Symbol;Acc:HGNC:29679]
ENSG00000183444.10,199.65276467852442,-1.5323455804911275,0.22305422642687595,-6.869834322522813,6.4276510303321025e-12,1.5629036153933645e-10,ENSG00000183444,OR7E38P,NA,olfactory receptor family 7 subfamily E member 38 pseudogene [Source:HGNC Symbol;Acc:HGNC:8411]
ENSG00000187608.10,253.63845305621123,-1.3375683779793301,0.19473259566238466,-6.868744153640942,6.476954642819406e-12,1.5731204122357325e-10,ENSG00000187608,ISG15,9636,ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]
ENSG00000132109.10,802.680798923847,-1.178919379926721,0.17274220000603688,-6.8247329250497035,8.808904039206399e-12,2.104002832019298e-10,ENSG00000132109,TRIM21,6737,tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312]
ENSG00000117262.19,513.6625541641505,-1.0951873564900954,0.16057704300236253,-6.820323353905465,9.08358189999088e-12,2.164820092545288e-10,ENSG00000117262,GPR89A,653519,G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984]
ENSG00000129925.11,589.8531337730684,-1.0512878397398235,0.15551071491648982,-6.760227681445432,1.3777505684965698e-11,3.1987516424707457e-10,ENSG00000129925,PGAP6,58986,post-GPI attachment to proteins 6 [Source:HGNC Symbol;Acc:HGNC:17205]
ENSG00000183971.10,3339.126749020626,-1.0821478852672886,0.16098637191046059,-6.7219844290246575,1.7926611453936934e-11,4.122166075755126e-10,ENSG00000183971,NPW,283869,neuropeptide W [Source:HGNC Symbol;Acc:HGNC:30509]
ENSG00000120725.13,905.5090382173861,-1.0158683556910104,0.1514632078544233,-6.707030506493681,1.9862475144652722e-11,4.5431203741879406e-10,ENSG00000120725,SIL1,64374,SIL1 nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:24624]
ENSG00000204472.13,262.2929013375771,-1.3618219477834799,0.20310354986471182,-6.7050622635133434,2.0132050795366655e-11,4.599907309773088e-10,ENSG00000204472,AIF1,199,allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]
ENSG00000144395.18,584.4042251664614,-1.0230132462946997,0.15286101832637936,-6.6924403454543615,2.1947923187032566e-11,4.983170951150444e-10,ENSG00000144395,CCDC150,284992,coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834]
ENSG00000165644.11,306.3654331176675,-1.3470291436766895,0.20158076672798186,-6.6823296961381455,2.3517319057443377e-11,5.328289119499658e-10,ENSG00000165644,COMTD1,118881,catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26309]
ENSG00000203644.3,184.10511317872079,-1.4168016024358414,0.2120562979624704,-6.681252177129802,2.3690914577941664e-11,5.361993999653212e-10,ENSG00000203644,NA,NA,"novel transcript, sense intronic to TMCC1"
ENSG00000178449.9,308.562991311386,-1.192604264127087,0.1785357394709842,-6.679918920776702,2.3907448169332235e-11,5.405336344211744e-10,ENSG00000178449,COX14,84987,cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]
ENSG00000176410.8,233.4254257124056,-1.4865329079328884,0.2230343501442102,-6.665040192112658,2.645929352492484e-11,5.938763677652569e-10,ENSG00000176410,DNAJC30,84277,DnaJ heat shock protein family (Hsp40) member C30 [Source:HGNC Symbol;Acc:HGNC:16410]
ENSG00000089327.15,1520.824321762334,-1.025768247912994,0.15421808374764412,-6.651413524185123,2.9029139633660638e-11,6.481873660496386e-10,ENSG00000089327,FXYD5,53827,FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:HGNC:4029]
ENSG00000148291.10,343.02335607998856,-1.2441333113994921,0.1871590317878835,-6.647466058755472,2.98181715413748e-11,6.651177271914925e-10,ENSG00000148291,SURF2,6835,surfeit 2 [Source:HGNC Symbol;Acc:HGNC:11475]
ENSG00000129932.10,643.2388308337815,-1.0181290574199136,0.15377228165010995,-6.621018082677227,3.5673332470393047e-11,7.843773876789477e-10,ENSG00000129932,DOHH,83475,deoxyhypusine hydroxylase [Source:HGNC Symbol;Acc:HGNC:28662]
ENSG00000132436.11,438.05217487883846,-1.2779493842761995,0.19323113394286348,-6.613579075999608,3.751374588502876e-11,8.198348189772681e-10,NA,NA,NA,NA
ENSG00000102125.16,929.9943055532757,-1.0113068389705746,0.1532855640750861,-6.597534771605704,4.180506640005247e-11,9.071909484521939e-10,NA,NA,NA,NA
ENSG00000040633.13,634.6274581121063,-1.2083500977154276,0.18382065377382123,-6.573527364352756,4.9137037815205034e-11,1.0577935398862484e-9,ENSG00000040633,PHF23,79142,PHD finger protein 23 [Source:HGNC Symbol;Acc:HGNC:28428]
ENSG00000198886.2,556611.4443449661,-1.2299276164669368,0.18763108127140193,-6.555031331338376,5.56301955175418e-11,1.1845830193439472e-9,ENSG00000198886,MT-ND4,4538,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]
ENSG00000182544.9,335.92040439225786,-1.0464247270424074,0.1596599506294008,-6.554083994873239,5.5984450626309204e-11,1.1897797814205397e-9,ENSG00000182544,MFSD5,84975,major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156]
ENSG00000280071.4,717.667532891892,-1.122530003715256,0.1719394914296085,-6.528633965250597,6.637223197179661e-11,1.3954325537828944e-9,NA,NA,NA,NA
ENSG00000141741.12,288.6586082237646,-1.0587212400109616,0.16276153632153667,-6.504738551493208,7.782861989463308e-11,1.6205164520394574e-9,ENSG00000141741,MIEN1,84299,migration and invasion enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28230]
ENSG00000105583.11,501.5482957544579,-1.5611066638649234,0.2400874561242631,-6.502241679202659,7.913183221997279e-11,1.6428985781669734e-9,ENSG00000105583,WDR83OS,51398,WD repeat domain 83 opposite strand [Source:HGNC Symbol;Acc:HGNC:30203]
ENSG00000160993.4,298.0291676145628,-1.370074852198422,0.21165387331663946,-6.473185823293467,9.595782059645017e-11,1.9651555887537373e-9,ENSG00000160993,ALKBH4,54784,"alkB homolog 4, lysine demethylase [Source:HGNC Symbol;Acc:HGNC:21900]"
ENSG00000179967.11,129.7326457652192,-1.5939913005455681,0.24705404837362496,-6.451994254046556,1.1038776556448217e-10,2.2338262737284898e-9,ENSG00000179967,PPP1R14BP3,NA,protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16330]
ENSG00000248487.9,289.7672354925668,-1.2798440857085365,0.19837994685537563,-6.451479123752248,1.1076371011081357e-10,2.2393352328770474e-9,NA,NA,NA,NA
ENSG00000103024.7,638.2302761553656,-1.3097075364871005,0.20323006497500712,-6.444457598575123,1.160145618480219e-10,2.3345632986230095e-9,NA,NA,NA,NA
ENSG00000187630.17,451.1053901795562,-1.1338762486262717,0.17606861432349097,-6.439968037364117,1.1949866433303577e-10,2.3957429529052076e-9,NA,NA,NA,NA
ENSG00000198855.7,263.3788361383706,-1.6827930994673883,0.26225571202760334,-6.416611811643852,1.393406209642115e-10,2.7627572891269557e-9,ENSG00000198855,FICD,11153,FIC domain protein adenylyltransferase [Source:HGNC Symbol;Acc:HGNC:18416]
ENSG00000227034.1,134.66047235228552,-1.8134891162840407,0.2828035221961116,-6.412540771067438,1.4311413376726543e-10,2.8323743137514165e-9,ENSG00000227034,NA,NA,ribosomal protein L5 (RPL5) pseudogene
ENSG00000227008.2,1244.0651054860484,-1.1337139970620422,0.1769403626612843,-6.4073226708159465,1.480971781661197e-10,2.9229563719952988e-9,ENSG00000227008,RPS24P19,NA,ribosomal protein S24 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:35683]
ENSG00000120509.11,359.3340388627314,-1.22276136709107,0.19090305744681094,-6.405142921462919,1.502285865757028e-10,2.9569148963925018e-9,NA,NA,NA,NA
ENSG00000205155.8,644.4298312018996,-1.0339267338012252,0.16156035042283046,-6.399631661451997,1.5575222542156928e-10,3.0600564616037525e-9,ENSG00000205155,PSENEN,55851,"presenilin enhancer, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:30100]"
ENSG00000066379.15,579.2097223739315,-1.1161863625130108,0.1744299569486786,-6.39905198647397,1.5634460921080175e-10,3.0689025473451196e-9,ENSG00000066379,POLR1H,30834,RNA polymerase I subunit H [Source:HGNC Symbol;Acc:HGNC:13182]
ENSG00000108465.15,6147.577629869195,-1.068338665503475,0.16732168850966095,-6.384938348514158,1.714665348386526e-10,3.3505026427476807e-9,ENSG00000108465,CDK5RAP3,80279,CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673]
ENSG00000198938.2,639594.3117813959,-1.0495328444457968,0.1646246467766911,-6.375308102373393,1.8259549252004111e-10,3.54231974347954e-9,ENSG00000198938,MT-CO3,4514,mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]
ENSG00000125611.15,366.69386174152385,-1.164935140411835,0.18372322748631384,-6.340706922855549,2.2871325967639797e-10,4.370244869852022e-9,NA,NA,NA,NA
ENSG00000109736.15,6472.451117445523,-1.1642836227455726,0.18374677203841602,-6.336348714208461,2.352739717728508e-10,4.478458824421549e-9,ENSG00000109736,MFSD10,10227,major facilitator superfamily domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16894]
ENSG00000205220.12,846.4560362171965,-1.0464790054228743,0.16583537263588588,-6.310348563093118,2.784077167008214e-10,5.24352012355118e-9,ENSG00000205220,PSMB10,5699,proteasome 20S subunit beta 10 [Source:HGNC Symbol;Acc:HGNC:9538]
ENSG00000023902.14,1298.551156563161,-1.0659116594246405,0.16930249920499207,-6.2959003229717885,3.056207240306751e-10,5.708445219091987e-9,ENSG00000023902,PLEKHO1,51177,pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]
ENSG00000176868.2,2485.566881947155,-1.1267608113990082,0.18002731743286185,-6.258832423136087,3.878703784410326e-10,7.109420383105922e-9,NA,NA,NA,NA
ENSG00000109805.10,1249.8792967625277,-1.0605521648847274,0.1696801848756089,-6.250300620913451,4.096633939261054e-10,7.470820947341611e-9,ENSG00000109805,NCAPG,64151,non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]
ENSG00000132423.12,427.89779103778085,-1.0588237986677913,0.16941997874288245,-6.249698568754388,4.1124559410547714e-10,7.48072019201808e-9,ENSG00000132423,COQ3,51805,"coenzyme Q3, methyltransferase [Source:HGNC Symbol;Acc:HGNC:18175]"
ENSG00000198937.9,243.06524178086687,-1.1685615697008773,0.18758473279763746,-6.229513203302624,4.678867255667162e-10,8.454067094925972e-9,ENSG00000198937,CCDC167,154467,coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:HGNC:21239]
ENSG00000166762.19,332.8836783343736,-1.0653503452262711,0.17221523124927346,-6.186156343420208,6.164886756452176e-10,1.1051950140238567e-8,ENSG00000166762,CATSPER2,117155,cation channel sperm associated 2 [Source:HGNC Symbol;Acc:HGNC:18810]
ENSG00000203879.12,1953.11984617536,-1.096489380745483,0.17766134289879096,-6.171794960314605,6.751902645819353e-10,1.2008820587193697e-8,ENSG00000203879,GDI1,2664,GDP dissociation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:4226]
ENSG00000160113.6,353.1741871871125,-1.1967704123068952,0.19488849525736765,-6.140795590455214,8.210918862889306e-10,1.443730945337996e-8,ENSG00000160113,NR2F6,2063,nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977]
ENSG00000168096.15,558.0362575361496,-1.1182649969775413,0.18243263058642442,-6.129742214333646,8.802157523531037e-10,1.5351872798714227e-8,ENSG00000168096,ANKS3,124401,ankyrin repeat and sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29422]
ENSG00000162063.13,391.4708145915379,-1.542526825200175,0.25231445498733146,-6.113509530310597,9.746354757943426e-10,1.6862443263903403e-8,ENSG00000162063,CCNF,899,cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]
ENSG00000065802.12,814.3678172945076,-1.018164655286778,0.166654674600893,-6.109427519660599,9.99891523215055e-10,1.7271726215407575e-8,ENSG00000065802,ASB1,51665,ankyrin repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:16011]
ENSG00000162062.15,407.3935619628698,-1.4513385861351256,0.23761615015846826,-6.1079122154248155,1.0094284416485685e-9,1.7408609354693202e-8,ENSG00000162062,TEDC2,80178,tubulin epsilon and delta complex 2 [Source:HGNC Symbol;Acc:HGNC:25849]
ENSG00000171121.16,135.69801824458415,-1.644047061056887,0.26995048454181564,-6.090180070790805,1.1278375703083293e-9,1.9311870593257293e-8,NA,NA,NA,NA
ENSG00000197362.15,191.85335647029711,-1.2129620151477039,0.19943266026258052,-6.082063056024387,1.1864588653864e-9,2.023540270254593e-8,ENSG00000197362,ZNF786,136051,zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806]
ENSG00000170430.10,318.4200623813022,-1.2463891704600631,0.20497293371755929,-6.08075001832932,1.1962166719519424e-9,2.0385722478915815e-8,ENSG00000170430,MGMT,4255,O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059]
ENSG00000186603.6,719.0811703165069,-1.0528315286811478,0.1732761715731383,-6.076031800118328,1.2319298957636223e-9,2.0961253198840137e-8,NA,NA,NA,NA
ENSG00000284976.1,571.3310906105951,-1.0561087868165941,0.17451864688641502,-6.051552688830779,1.4345634803815272e-9,2.395598968940289e-8,NA,NA,NA,NA
ENSG00000173065.13,447.77871127579925,-1.0258185129970965,0.16956055154911293,-6.049865393956152,1.4496690773817319e-9,2.415220271514379e-8,NA,NA,NA,NA
ENSG00000221978.12,6694.2442855588715,-1.1398238534901026,0.18852468629256608,-6.04601909651897,1.4846850632005238e-9,2.467846026530078e-8,NA,NA,NA,NA
ENSG00000146067.16,1726.7703964694294,-1.1839086590643757,0.19607843657647026,-6.037934000981558,1.5609988176534824e-9,2.5768414733007638e-8,NA,NA,NA,NA
ENSG00000214975.4,109.32411401904643,-1.841614202302911,0.3071249369484914,-5.996303070016656,2.018601362631384e-9,3.27219524188715e-8,ENSG00000214975,PPIAP29,NA,peptidylprolyl isomerase A pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:43021]
ENSG00000100162.15,415.925349493329,-1.0496239804346517,0.1755159624363561,-5.980219496077209,2.2283714439197563e-9,3.590671359486222e-8,ENSG00000100162,CENPM,79019,centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]
ENSG00000260260.1,270.7551864700314,-1.4806170166400487,0.24777743391140458,-5.975592665026384,2.2925517951942333e-9,3.6885825903005874e-8,NA,NA,NA,NA
ENSG00000129173.13,292.94691368393785,-1.2690783764543692,0.2127131210583996,-5.966149949470904,2.429170618551422e-9,3.8967794944845694e-8,ENSG00000129173,E2F8,79733,E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]
ENSG00000100342.21,342.2063375516923,-1.0735503254952965,0.18080589991647564,-5.937584592047214,2.8925181006229858e-9,4.585554392705691e-8,NA,NA,NA,NA
